climbing	0.23
competent	0.77
tame	0.4
ray	0.02
flipped	-0.02
nodded	0.32
australian	1.47
diverse	-0.285
uh	0.75
consistent	0.74
hostile	-1.75
object	-0.13
birthday	2.36
vincent	0.21
mormon	0.6
market	0.36
rare	-0.12000000000000001
dual	-0.05
understood	-0.06
adults	0.08
assistant	0.58
association	-0.06
reality	-0.6
shallow	0.14
miniature	0.47
juice	-0.45
jobs	0.27
arthur	0.49
oversized	0.29
outermost	0.1
fuel	0.0
fourth	1.04
baking	0.37
firm	0.69
wo	0.06
chest	0.07
lively	2.25
quality	1.12
signs	-0.58
gather	0.76
deal	-1.03
immigration	-0.87
breathless	-0.23
mid	0.35
speech	0.31
troubling	-1.12
photographs	0.18
raising	0.22
facility	-0.15
cherry	0.57
imagination	0.41
runs	0.01
camp	0.3
brief	-0.22499999999999998
emotional	-0.275
gravitational	-0.24
mexican	-0.25
loose	0.355
pleasure	0.86
evolution	-0.61
ties	0.22
handful	-0.68
confused	-2.26
factors	-0.33
oriental	0.35
picture	0.39
gathering	0.61
heavy	0.51
honor	1.21
lean	1.44
types	-0.48
earned	0.05
pending	-0.33
sweater	0.53
loan	0.62
extended	0.8
subdued	1.75
polar	0.01
thoroughly	-0.49
area	-0.89
done	-0.0
background	-0.41
amy	0.87
relatives	0.4
absurd	-1.23
hire	-0.21
candy	0.54
salt	-0.06
causing	-1.69
organization	-0.07
although	-0.14
housing	-2.58
funds	1.1
convention	0.35
percentage	0.56
sticky	-0.53
included	-0.09
chocolate	0.65
practice	0.17
perpetual	-0.61
achieved	0.76
priest	0.42
stations	-0.01
airport	-0.19
suffered	-2.27
venture	0.56
layers	0.24
wary	-0.42
sample	0.21
outstretched	0.11
cream	0.8
rigorous	-0.89
ghostly	0.03
little	-0.36
myself	-0.01
description	0.46
credible	0.02
adams	0.35
expensive	-0.10500000000000001
barrel	-0.45
eventually	-0.1
crossed	0.19
sleeping	-0.61
reliable	1.17
reluctant	-0.41
evidence	-0.12
direction	0.1
enforcement	-0.25
blowing	-0.42
allied	-0.17
transparent	0.43
prepare	0.23
blast	-0.66
militant	-0.01
curtain	-0.02
around	0.7
protection	-0.1
sugar	0.38
unreasonable	-0.71
full	1.69
grave	0.19
identity	-0.5
que	0.78
changed	-1.26
roman	-0.015000000000000013
preoccupied	-0.82
charges	-1.06
paradise	0.49
joe	0.24
pale	0.905
ecological	-0.32
cliff	0.36
grandma	1.04
character	0.49
april	0.74
flipping	-0.21
crime	-1.89
louder	-0.41000000000000003
miracle	-0.06
waterproof	0.79
cautious	-0.11
privacy	0.36
emerge	-0.34
curriculum	0.2
feelings	-0.24
stir	0.19
lifelong	-0.22
satisfied	0.9199999999999999
hide	-0.44
rights	0.23
partisan	-0.32
hope	1.59
optical	0.26
lips	0.59
afford	-0.97
swimming	0.08
roots	0.25
source	-0.33
metallic	0.19
turned	0.06
depressing	-1.65
exit	0.04
manage	-0.15
popular	0.865
defensive	-0.23500000000000001
learning	0.24
luke	0.19
retrospective	-0.08
base	-0.09
skull	-0.1
sweat	-1.5
splendid	1.27
sporting	0.06
bear	-1.56
lands	-0.06
nicer	0.9
huh	0.85
founded	0.27
separate	-0.065
quarters	0.23
bullet	-0.61
eldest	0.32
via	0.1
bags	-0.17
saturated	0.37
shopping	0.26
hooked	0.15
rivers	-0.15
environmental	-0.13
glory	1.09
jacket	0.47
innocent	-1.94
union	0.26
possibilities	0.11
flawed	-1.56
deny	-0.23
french	0.435
colder	0.57
smug	-0.19
statistical	-0.23
striped	0.72
fought	-1.24
anymore	0.05
socks	0.13
ads	0.09
destroyed	-1.24
run	0.07
fort	-0.21
theatre	0.58
controlled	-0.28
rubbed	0.29
striking	1.52
inclined	0.3
divine	-0.97
returning	-0.11
affairs	-0.38
seats	0.91
activities	-0.53
slim	2.2199999999999998
these	-0.85
grief	-0.46
cousins	1.17
boat	0.08
specialized	0.03
quickly	-0.48
q	0.54
answers	0.0
operations	-0.17
sodium	0.01
wearing	0.64
bulky	0.65
unseen	-0.74
analytical	0.09
ideal	2.165
jones	0.48
tattered	-0.86
while	-0.21
bits	-0.07
richest	-0.02
grin	0.45
beloved	0.7150000000000001
cuban	-0.03
stone	0.2
frustrating	-1.46
wins	0.41
encouraging	0.65
sites	0.26
beneficial	0.36
box	-0.03
preserve	0.17
decline	-0.5
contemporary	0.62
next	0.17
experimental	-0.14
shadow	-0.49
adventure	1.13
salty	0.2
cities	-1.13
tap	0.49
roberts	0.45
springs	0.42
challenge	-1.05
garage	-0.19
fucking	-1.8199999999999998
rustic	1.03
fast	0.53
empty	0.135
constantly	-0.79
scant	0.0
settle	0.06
bodily	-0.33
nancy	0.59
maintain	0.46
liked	-1.25
folk	0.91
laughed	0.26
cheeks	0.52
award	0.81
urgent	-0.61
elevator	-0.22
marital	0.17
winds	-0.28
band	0.94
oil	-0.02
masculine	0.3
concern	-0.38
suspected	-1.26
party	1.52
traffic	-0.05
arrested	-1.53
driving	-0.17
roll	0.21
worked	-0.09
governmental	-0.3
ended	0.69
priceless	0.91
measured	0.24
relieved	-1.18
holiday	1.72
laughter	-0.58
council	0.04
smiled	0.35
stomach	-0.46
impending	-1.12
unmarried	0.16
imagine	-0.33
interested	-0.305
dancing	0.84
kicking	-0.43
recognition	0.16
plants	0.52
tape	0.3
block	0.06
asian	-0.06
founder	0.3
martin	0.38
editor	0.21
process	-0.07
alan	0.2
dining	0.18
atlantic	-0.33
hair	0.94
senator	0.23
sink	-0.57
comment	-0.55
tossed	0.07
trail	0.14
photo	0.3
michigan	-0.27
toughest	-0.2
psychological	-0.54
protein	0.05
watchful	-0.2
members	-0.12
menacing	-0.62
shooting	-0.53
hunter	-0.76
policy	-0.14
na	-0.24
graphic	-1.44
claim	-0.12
immediate	-0.77
drank	-1.36
allergic	-0.25
program	-0.04
discuss	0.04
shield	-0.52
leader	-0.5
tidy	0.68
design	0.8
mathematical	0.14
wrote	0.22
absence	-0.8
ease	0.13
spicy	0.89
rocks	0.07
military	-0.22
prefer	-0.34
defense	-0.04
daily	-0.15
tantalizing	-1.23
warmer	0.37
rolling	0.03
extremely	-0.64
error	-1.07
flower	2.16
fledgling	-0.16
curled	-0.1
placed	0.12
tanks	-0.3
include	-0.14
dusty	-0.6699999999999999
pot	0.05
renewed	0.3
annoying	-1.16
click	-0.32
quieter	0.29
sly	0.14
ap	0.09
gave	-0.16
seemingly	-1.11
billy	-0.11
compared	0.52
cunning	-1.29
envelope	0.18
pet	-1.33
factory	0.25
nasal	-1.23
reddish	1.14
unnoticed	-0.47
someone	-0.12
lutheran	0.61
eight	-0.01
host	0.24
purposes	-0.04
july	0.84
interpretive	-0.06
executive	0.28
happen	-0.06
sentence	-0.62
jesus	0.19
lake	0.02
somehow	-0.26
daunting	-0.16
bomb	-1.52
customers	0.18
risk	-0.71
weaker	-0.39
independence	0.67
document	0.15
thai	0.74
offensive	-0.37
dubious	-0.71
rising	-0.13
relatively	0.6
seem	-0.3
gas	-0.36
potentially	-0.99
wilderness	-0.05
twice	-0.03
refused	-0.32
leather	0.47
soul	0.91
allow	-0.02
accident	-3.03
stadium	0.28
numb	-1.09
everything	0.18
defeat	-0.79
cup	-0.02
imperial	-0.09
moist	0.78
saying	0.5
masked	-0.99
separated	0.73
designed	0.04
four	-0.08
behavior	0.16
solid	2.325
irrelevant	-1.32
storage	-0.1
amazed	0.21
putting	0.39
portrait	0.37
alongside	0.39
praise	-0.0
supply	-0.11
gene	-0.54
port	0.09
elsewhere	-0.37
patience	0.01
nod	1.14
oppressive	-0.84
die	-0.34
rubber	0.14
acting	-0.72
benefit	0.14
clubs	0.16
cole	-2.19
faithful	0.48
cross	0.15
shoulder	0.36
slow	0.77
half	0.1
grabbed	-0.02
occupational	-0.12
sox	-0.37
depending	-0.18
surviving	0.1
stony	-0.08
wish	0.01
age	0.86
comparison	0.43
confusion	-0.81
virtually	-0.01
broad	0.49
third	0.48
lee	0.42
weeks	0.21
combination	-1.04
foul	-2.84
operating	0.25
cash	0.57
offshore	-0.01
unless	-0.05
victor	-0.09
hundreds	-0.39
sitting	-0.01
startled	-1.62
thumb	0.37
supposed	0.645
drifted	-0.31
remove	0.36
families	-1.69
rotten	-1.78
fellow	-0.25499999999999995
hurt	-2.02
deals	-0.29
managed	-0.07
measure	0.37
biggest	0.11
attending	0.19
playful	1.42
artist	0.57
volcanic	-0.37
tank	-0.15
resistant	-0.83
totally	0.38
bill	0.21
along	0.11
instant	-0.09
physiological	-0.24
soldier	-0.42
annual	0.14
prices	0.32
terrorist	-1.4849999999999999
owned	0.28
reports	0.01
charming	2.53
pleasing	2.13
tray	-0.29
jefferson	-0.26
fluorescent	-0.12
repeated	0.11
study	0.04
entirely	0.26
sits	0.01
slick	0.35
colonial	0.28
fix	-0.15
expansive	0.59
affiliation	0.38
ideas	0.1
budget	0.14
world	-0.13
advertising	0.31
remembering	-0.17
perspective	0.07
ruby	2.01
herself	0.75
proposal	0.04
least	-0.03
suspect	-1.68
severe	-1.5
pristine	1.0
employee	0.4
honorable	0.13
wants	-0.35
disposable	0.1
murderous	-1.66
chart	0.86
diane	0.75
legal	0.16999999999999998
except	-0.29
luxurious	1.27
united	-0.22
craig	0.33
exchange	0.92
everybody	-0.16
skills	-0.27
botanical	0.1
israeli	0.025
comparative	0.05
operation	-0.19
station	0.01
angels	-1.5
notorious	-0.34
voices	-0.46
ruled	-0.08
vertical	0.16
functional	-0.09
till	-0.35
venerable	0.53
mortal	-2.45
backed	-0.11
ear	-0.04
sloping	-0.06
poured	-0.61
tomatoes	0.1
pad	0.21
alternate	-0.3
realize	0.04
respond	-0.04
becoming	-0.76
steaming	0.49
drunk	-2.5549999999999997
drops	-0.08
pushing	0.11
rings	0.1
confident	1.385
funeral	1.5
dark	0.78
roses	0.08
narrative	0.02
inches	0.57
madeleine	0.82
stayed	-2.24
latin	0.165
oklahoma	-0.28
basic	0.2
beans	0.08
lowered	0.12
smells	-2.36
telephone	0.18
baggy	0.49
asleep	-0.6599999999999999
worldwide	-0.29
marine	-0.265
mississippi	-0.94
elevated	0.07
landed	-0.49
hopeful	0.59
frank	0.39
grew	-0.58
chain	0.15
allowing	-0.03
glowing	0.3
meals	0.34
grant	0.47
caused	-1.51
planned	0.31
mission	-0.1
puzzled	-0.78
finished	0.52
afterward	0.04
lengthy	-0.43
linguistic	-0.24
scent	-2.19
ever	-0.29
networks	0.25
happiness	2.51
determine	0.04
professionals	-0.09
reporters	0.11
circumstances	-2.59
understandable	0.17
clearing	0.2
jeremy	0.47
passion	1.53
projects	-0.52
intense	-0.77
korean	-0.2
facial	-0.14
approach	0.07
anonymous	-0.27
corn	0.14
pitiful	-0.99
hideous	-2.58
provincial	0.12
nothing	-0.1
terrorism	-1.44
floral	0.76
needless	-0.46
rail	-0.04
muted	-0.07
ok	0.94
opaque	0.22
repair	-0.54
institute	0.13
policies	-0.1
capacity	0.39
blackened	-0.35
heads	0.48
backward	0.54
hips	0.3
jewish	0.125
southwestern	-0.2
ignored	-0.52
fluffy	0.56
wind	-0.28
cycle	-0.79
favorable	0.66
keys	0.2
regarding	-0.41
reference	-0.8
pin	0.09
piece	0.05
tice	-0.17
display	0.22
academy	0.61
india	-0.25
la	0.59
august	0.81
stock	0.98
municipal	-0.16
strikes	-1.48
greasy	-0.51
drawing	0.15
deer	-0.97
painted	0.38
pagan	0.02
extreme	-1.0
devout	0.5
smaller	0.255
cynical	-1.48
residential	-0.33
fact	-0.19
provide	-0.11
precisely	-1.77
butter	0.39
stylish	1.39
agitated	-1.65
species	-1.14
intelligence	0.09
korea	-0.3
october	0.71
en	0.76
john	0.43
participants	0.07
trapped	-2.83
civil	-0.41
et	0.06
fond	0.14
calm	1.22
word	0.11
large	0.155
casual	2.005
evening	0.63
chamber	-0.12
explains	0.16
ext	-0.02
foods	-0.27
substantial	0.08
february	0.71
boot	0.17
arab	-0.37
reduced	-0.25
ah	0.82
distorted	-0.63
looked	0.05
personnel	-0.04
shapes	-0.46
ignore	-0.56
airborne	-0.42
ride	0.23
stable	1.33
victim	-3.01
musical	0.655
fragrant	1.86
colored	0.5700000000000001
russell	0.48
european	-0.055
france	-0.12
conservative	0.23
strike	-0.8
dust	-0.48
mentioned	-0.61
spectacular	1.55
angle	-0.76
nearest	0.09
relationship	1.89
indirect	0.39
chaotic	-1.3
type	-0.57
potential	-0.14
petty	-1.47
stars	-0.17
clumsy	-1.32
rational	0.21
operational	-0.42
cruise	1.22
effects	-0.65
saturday	0.67
throat	-0.88
upward	-0.0
revolutionary	-0.46
join	0.55
engine	-0.23
approaching	-0.33
older	0.525
passenger	-0.21
mercy	-0.55
raise	0.14
bat	-0.39
delicate	2.6900000000000004
efforts	-0.02
usually	-0.18
bipolar	-0.97
spots	-0.54
maria	0.36
seventeen	0.21
potatoes	0.12
austin	-0.27
until	0.22
swallowed	-0.67
expression	0.24
viewed	-0.77
discover	-0.01
revised	0.23
executives	-0.08
findings	-0.05
amount	0.2
steven	0.54
institutional	-0.17
taut	1.13
spontaneous	0.63
mystical	-0.86
jim	0.35
feels	-0.67
naval	-0.16
attend	0.89
taking	0.22
auburn	1.27
ghost	-2.11
prone	-0.71
foster	0.09
lived	0.45
wiry	1.17
walls	0.06
marco	0.36
emory	0.0
willie	0.1
ted	0.16
craft	0.23
eternal	-1.03
less	-0.57
sun	0.03
dearest	1.96
submerged	-0.5
sole	0.7
dream	-0.8
absent	0.08
recommended	0.11
powdered	0.62
recognizable	0.75
forms	0.14
stuffed	0.32
news	0.11
interstate	-0.34
kid	-0.43
plant	0.51
case	-0.65
chances	-0.32
unlucky	-2.58
displayed	0.15
students	0.3
complete	0.405
latter	-0.65
general	0.0
shelves	-0.01
idle	-0.74
grass	0.37
england	0.14
national	0.105
both	-0.27
talk	0.01
dietary	0.4
closing	0.07
kidding	0.37
adam	0.74
thirsty	-1.65
registered	-0.01
ai	-0.42
producing	-0.02
1990s	0.05
rosy	2.71
corrupt	-1.59
sympathetic	0.4
such	-0.63
dealing	-1.8
souls	-2.92
terror	-0.62
noise	-0.89
penetrating	0.01
finger	0.41
khaki	0.17
trade	-0.26
followed	-0.16
leaving	0.22
physically	-0.73
arrival	0.02
glamorous	0.78
pete	0.05
brutal	-2.09
returns	1.05
likes	-1.93
foremost	0.44
bunch	-1.52
cont	-0.3
irish	-0.11
mrs	0.54
counting	-0.19
statement	0.26
river	-0.03
parked	-0.05
heard	-0.8
nonexistent	-0.44
islands	-0.29
facing	-0.8
heights	0.16
harbor	-0.06
travel	0.31
particularly	-0.61
hugh	0.37
killer	-0.97
stroke	-1.44
pasta	0.07
walks	0.04
oregon	-0.28
secondary	0.0
protective	-0.15
darkening	-0.21
heady	0.29
tapped	0.23
jagged	-0.23
pick	0.12
bald	0.82
dawn	-0.1
sour	-0.35
bull	-1.25
parmesan	0.39
straw	-0.62
shocking	-1.76
jackie	0.59
noticed	-0.39
opponents	-2.26
shares	0.93
pizza	0.13
useless	-1.2650000000000001
sleek	1.44
biblical	0.05
collapsed	-1.05
yard	0.83
opera	0.9
primary	0.34
iranian	-0.01
grammy	0.38
brick	0.11
handmade	0.67
hollow	-0.41000000000000003
interview	0.15
fried	0.76
powerless	-0.94
van	-0.08
reach	0.14
preferred	0.35
troubled	-1.81
cute	1.5350000000000001
let	0.0
shorts	0.54
pink	1.245
scary	-2.315
freshwater	1.27
manly	-0.67
beef	-0.12
cardiovascular	-0.69
brighter	0.2
daughters	1.14
advancing	-0.15
breast	-0.17
available	0.29500000000000004
therapy	-0.37
attorney	-0.12
sharp	-0.36
yourself	0.04
turbulent	-0.34
genius	0.53
frail	0.13
pointed	0.17
fleshy	0.58
mindful	2.01
ta	-0.27
resist	-0.67
driveway	0.1
nightmare	-3.02
feminine	0.83
controversial	0.12
areas	-0.97
psychic	-0.75
planted	0.85
sheltered	0.96
elderly	-1.4
majestic	0.59
outraged	-1.08
towards	-0.01
considerable	0.295
median	-1.47
justice	0.03
abruptly	-1.11
nasty	-2.295
profession	0.6
curly	1.05
must	0.03
average	0.21500000000000002
creepy	-2.17
giants	0.04
astronomical	0.12
judge	-0.32
prize	0.61
got	-1.18
bureau	-0.28
publicly	-0.32
tim	0.35
community	-0.54
helpless	-1.24
stout	1.13
middle	0.17
contents	0.36
milky	0.3
clark	0.33
major	-0.145
ladies	2.06
ruthless	-0.53
comprehensive	0.25
alert	0.05500000000000001
brought	0.01
clandestine	-0.03
internet	0.19
pig	-1.46
aspiring	0.41
dean	0.26
purchased	0.24
neither	-0.37
select	0.07999999999999999
chronicle	0.15
wet	-0.325
everyday	-0.835
courts	-0.23
c	0.57
fruit	0.63
poisonous	-2.16
legitimate	-0.09
blacks	-2.55
carefully	0.09
provides	-0.09
army	-0.24
placid	1.53
skeptical	-0.5
months	0.15
bug	-1.26
emotions	-0.25
carrying	0.35
southeastern	-0.6
cia	-0.2
lou	0.21
ethnic	-0.63
send	0.21
architectural	0.61
intelligent	0.975
nostalgic	0.28
go	-0.02
needs	-0.55
atlanta	-0.04
wooden	0.21000000000000002
recently	0.28
swelling	-0.7
science	0.06
competition	0.29
why	0.34
yours	0.15
resources	-0.03
dozen	-0.42
grip	0.86
wonderful	2.835
gentle	2.3449999999999998
instruction	0.11
desperate	-1.63
refined	1.47
moore	-0.12
czech	0.22
tree	0.81
fitness	0.26
rebellious	-0.61
males	0.37
yards	0.09
untouched	0.34
gross	-2.1
show	0.1
swollen	-0.29
monstrous	-1.18
smiling	1.7
universal	-0.13
trip	1.06
requirements	0.22
worst	-2.765
sensible	0.21
shift	-0.76
content	0.3
production	0.1
pitcher	0.05
women	0.6
causes	-1.21
solution	-0.08
todd	0.42
dry	0.18
january	0.67
inspired	0.61
theory	0.04
downstairs	-0.32
assessment	0.47
initially	-1.01
believes	-0.47
polite	1.9049999999999998
neat	1.31
tell	0.4
reassuring	-0.72
elected	0.25
thoughtful	0.88
catholic	0.37
danish	0.11
creative	0.44
delicious	2.2
attended	0.63
blurry	-0.39
success	0.33
exactly	0.12
matthew	0.58
pay	0.28
suit	0.57
primarily	-0.34
frequent	-0.9650000000000001
combined	-0.14
silvery	0.57
commanding	0.14
card	0.37
grow	0.13
threat	-0.96
associated	-0.67
basketball	0.45
governing	-0.3
stunned	-1.32
passes	0.0
tropical	0.63
periodic	0.0
carbon	-0.11
limbs	0.37
electricity	0.09
descriptive	-0.05
images	0.02
technique	0.3
al	-0.48
excessive	-0.61
wine	-0.65
demonstrated	0.52
nobody	-0.27
peterson	-1.04
orthodox	0.45
hebrew	-0.01
lock	-0.12
drug	-0.68
nagging	-0.47
explained	-0.22
youngest	0.635
judgment	-0.32
muffled	-0.15
write	0.24
fathers	1.07
medieval	0.13
access	0.29
complicated	-0.37
collegiate	0.46
theatrical	0.26
diseases	-1.01
k	0.57
folks	-0.04
route	0.11
sandy	0.74
dragon	-2.51
clothing	0.48
squat	0.51
crew	-0.68
humor	0.41
challenging	-0.395
released	0.25
chill	0.52
corner	-0.06
mental	-0.625
introduced	0.07
accurate	0.76
contain	-0.04
similarly	-0.03
architecture	1.41
explaining	-0.06
scholarly	0.18
plastic	-0.01
dependent	-0.93
grand	0.43500000000000005
inn	1.06
given	-0.33
developing	0.039999999999999994
steering	0.21
couples	0.97
nonprofit	-0.21
healthier	0.52
kitchen	-0.69
report	0.03
catastrophic	-2.42
manifest	-0.16
pain	-1.42
noisy	0.32
beyond	0.08
bucket	-0.45
unnatural	-2.64
went	-0.43
saw	-0.19
adorable	1.2
retreat	0.02
equivalent	-0.65
proof	-0.04
wisdom	0.4
consecutive	0.12
unusual	-0.865
much	-0.16
strength	0.43
magnetic	0.03
grainy	-1.54
victory	0.02
gain	0.23
industry	0.01
composite	1.35
possibly	0.05
canvas	0.22
unmanned	-0.19
concluded	-0.56
protestant	0.56
eaten	-0.92
issue	-0.81
liberty	0.89
vast	0.295
helps	-0.01
collective	-0.28
hollywood	0.92
illness	-1.44
flavor	-0.29
selling	0.33
depends	0.0
nation	-1.27
drink	-1.33
wars	-0.85
unlike	0.18
gay	0.215
dim	-0.265
smallest	0.23
abuse	-1.07
spokesman	0.1
allies	-0.72
searching	0.07
shop	0.41
worried	-2.34
balls	0.08
studying	-0.08
island	0.04
watches	0.03
controls	-0.06
knocking	-0.38
build	-0.31
earthy	1.01
standing	-0.0
concept	-0.06
gnarled	0.18
damage	-1.82
gracious	2.52
lies	-0.14
barren	0.04
yes	0.92
massachusetts	-0.09
dismal	-0.47
yearly	0.23
choosing	0.69
ambiguous	-0.56
sixty	0.05
entrepreneurial	0.0
bedroom	-0.61
vietnamese	-0.23
friend	1.33
slowed	-0.25
am	0.06
sex	0.83
dense	0.18
chef	0.51
reasonable	0.97
trash	-0.26
characters	-0.74
without	-0.6
alpine	0.2
savvy	0.29
caroline	0.9
wonder	0.18
lone	-0.41000000000000003
hefty	0.51
margaret	1.14
cases	-0.71
filthy	-2.01
designer	0.72
awareness	0.61
toilet	-0.73
grim	-1.01
twin	1.09
gates	0.29
gon	-0.26
another	-0.09
terry	0.51
drag	-0.21
oh	0.99
ceo	0.34
democrats	0.29
heightened	-0.55
media	0.16
worker	-0.25
crooked	-0.65
principal	0.24
direct	-0.35000000000000003
armed	-0.58
austrian	0.12
begin	0.2
unspoken	-0.34
inc	-0.19
passengers	0.17
phenomenon	-1.08
thrown	-0.14
uniformed	-0.04
faculty	0.14
recognize	0.04
bass	0.66
sticks	0.49
three	-0.08
gotten	-0.57
fleeting	0.79
soaring	0.48
platform	0.17
shirts	0.55
christopher	0.35
agreement	0.86
wounded	-1.42
deeper	-0.03
figures	-0.75
costs	0.35
pictures	0.03
anyway	0.46
follows	-0.03
admirable	1.35
file	0.13
body	0.05
guard	0.05
throws	-0.01
sally	0.9
boots	0.46
teaching	0.18
aerobic	0.32
territorial	-0.33
academic	0.215
ca	0.05
flat	0.825
inappropriate	-0.78
stranded	-0.85
screaming	-0.83
tournament	0.16
last	0.52
tickets	0.39
constitutional	-0.16
temple	0.14
partly	-0.5
upstairs	-0.67
probable	-0.39
danny	0.27
minutes	0.3
fit	2.44
drop	0.06
top	0.71
active	0.61
cranky	-1.64
burden	-0.51
retail	-0.13499999999999998
adopted	0.45
mystic	-0.2
support	0.23
captive	-0.14
flawless	2.31
quirky	0.01
integrated	0.23
vote	0.27
illinois	-0.3
asks	-0.3
strongly	-0.16
integral	-0.31
food	-0.37
dock	0.12
hello	0.75
pervasive	-0.68
sprawling	0.25
infection	-1.22
nest	-1.04
philosophy	0.21
low	0.31
mandatory	-0.25
chips	0.32
leg	0.3
marginal	-0.09
annie	1.01
heavenly	0.65
taller	0.6
citizen	-0.35
neighbors	-0.0
cloudy	0.34
distinctive	-0.4
row	-0.07
warmth	0.97
shed	0.23
oldest	0.5800000000000001
dig	0.12
techniques	0.06
edges	0.22
baby	0.58
however	-0.16
ecstatic	0.69
processes	-0.53
emerged	-0.21
prior	-0.4
mall	0.63
leaders	-0.14
daring	0.2
clinical	-0.275
washington	0.04
authentic	0.56
pulled	0.06
still	0.1
